endpoint,method,legacy_behavior,mlb_app_equivalent,classification,risk,owner,status,next_action,frontend_references,legacy_source,notes
/api/mlb/status,GET,mlb_package_status(,Repository/service wrapper TBD,REPLACE,MEDIUM,TBD,NOT_PORTED,"Wrap external API access with timeout, token handling, and explicit data-health state.",public/app.js,app.py:do_GET,
/api/model-card,GET,model_card_payload(parse_qs(parsed.query,GET /api/model-card -> model_card,PORT,LOW,TBD,PORTED_IN_MLB_APP,"Contract-test against app.py, then retire legacy branch after parity sign-off.",,app.py:do_GET,
/api/model-cards,GET,model_cards_payload(parse_qs(parsed.query,GET /api/model-cards -> model_cards,PORT,LOW,TBD,PORTED_IN_MLB_APP,"Contract-test against app.py, then retire legacy branch after parity sign-off.",public/app-pages.js; public/model-cards.js,app.py:do_GET,
/api/model-data/sources,GET,source_capability_map(,Service redesign TBD,REPLACE,MEDIUM,TBD,NOT_PORTED,Define schema and service contract before exposing through mlb_app.,,app.py:do_GET,
/api/model/performance,GET,model_performance_payload(query,TBD,PORT,MEDIUM,TBD,NEEDS_OWNER_REVIEW,Assign owner and decide whether current UI/product still requires it.,,app.py:do_GET,
/api/moneyline/predict,GET,moneyline_prediction_payload(query,Service redesign TBD,REPLACE,MEDIUM,TBD,NOT_PORTED,Define schema and service contract before exposing through mlb_app.,public/moneyline.js,app.py:do_GET,
/api/odds-market-signals,GET,odds_market_signals_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/baseball-tools-ui.js,app.py:do_GET,
/api/odds-movement/status,GET,odds_movement_status_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/odds-movement-ui.js,app.py:do_GET,
/api/platoon-splits/status,GET,platoon_splits_status_payload(query,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,,app.py:do_GET,
/api/player-recent,GET,"player_recent_payload(query.get(""playerId"", [""""]",Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/app.js,app.py:do_GET,
/api/player/autofill,GET,player_autofill_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/simple-user-ui.js,app.py:do_GET,
/api/player/hit-rates,GET,player_hit_rates_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/outlier-ui.js,app.py:do_GET,
/api/player/profile,GET,player_profile_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/simple-user-ui.js,app.py:do_GET,
/api/player/search,GET,player_search_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/simple-user-ui.js,app.py:do_GET,
/api/playerboard,GET,playerboard_payload(query,GET /api/playerboard -> playerboard,PORT,LOW,TBD,PORTED_IN_MLB_APP,"Contract-test against app.py, then retire legacy branch after parity sign-off.",docs/TRUST_SURFACE.md; public/outlier-ui.js; public/simple-user-ui.js,app.py:do_GET,
/api/playerboard/health,GET,playerboard_health_payload(query,GET /api/playerboard/health -> playerboard_health,PORT,LOW,TBD,PORTED_IN_MLB_APP,"Contract-test against app.py, then retire legacy branch after parity sign-off.",docs/TRUST_SURFACE.md; public/datahealth.js,app.py:do_GET,
/api/players,GET,,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/app.js; public/propml-autocomplete.js,app.py:do_GET,
/api/predict,GET,,Service redesign TBD,REPLACE,MEDIUM,TBD,NOT_PORTED,Define schema and service contract before exposing through mlb_app.,public/app.js,app.py:do_GET,
/api/predict-pitcher,GET,,Service redesign TBD,REPLACE,MEDIUM,TBD,NOT_PORTED,Define schema and service contract before exposing through mlb_app.,public/app.js,app.py:do_GET,
/api/predictions/dashboard,GET,prediction_dashboard_payload(query,Service redesign TBD,REPLACE,MEDIUM,TBD,NOT_PORTED,Define schema and service contract before exposing through mlb_app.,public/prediction-dashboard-ui.js,app.py:do_GET,
/api/predictions/status,GET,prediction_status_payload(query,Service redesign TBD,REPLACE,MEDIUM,TBD,NOT_PORTED,Define schema and service contract before exposing through mlb_app.,public/prediction-history-ui.js,app.py:do_GET,
/api/prop-detail,GET,prop_detail_payload(query,GET /api/prop-detail -> prop_detail,PORT,LOW,TBD,PORTED_IN_MLB_APP,"Contract-test against app.py, then retire legacy branch after parity sign-off.",docs/API_CONTRACTS.md; docs/PROP_DETAIL_PAGE.md; public/prop-detail.js,app.py:do_GET,
/api/prop-ml/predict,GET,prop_ml_prediction_payload(query,Service redesign TBD,REPLACE,MEDIUM,TBD,NOT_PORTED,Define schema and service contract before exposing through mlb_app.,public/propml.js,app.py:do_GET,
/api/prop-ml/status,GET,prop_ml_market_status_payload(,GET /api/prop-ml/status -> prop_ml_status,PORT,LOW,TBD,PORTED_IN_MLB_APP,"Contract-test against app.py, then retire legacy branch after parity sign-off.",docs/API_CONTRACTS.md; docs/TRUST_SURFACE.md; public/propml.js,app.py:do_GET,
/api/prop-search-expanded,GET,expanded_prop_search_payload(query,TBD,PORT,MEDIUM,TBD,NEEDS_OWNER_REVIEW,Assign owner and decide whether current UI/product still requires it.,,app.py:do_GET,
/api/savant/status,GET,savant_status_payload(query,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/savant-ui.js,app.py:do_GET,
/api/saved-games,GET,saved_games_query_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/alldataprop.js,app.py:do_GET,
/api/saved-props,GET,saved_props_query_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/alldataprop.js,app.py:do_GET,
/api/saved-props-for-game,GET,saved_props_for_game_query_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/alldataprop.js,app.py:do_GET,
/api/season-cache/lookup,GET,season_cache_lookup_payload(query,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,,app.py:do_GET,
/api/season-cache/status,GET,season_cache_status_payload(query,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/unified-prop-card.js,app.py:do_GET,
/api/stage3/line-comparison,GET,stage3_line_comparison_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/stage3-betting-ui.js,app.py:do_GET,
/api/stage3/pnl-analytics,GET,stage3_pnl_analytics_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/stage3-betting-ui.js,app.py:do_GET,
/api/stage3/steam-alerts,GET,stage3_steam_alerts_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/stage3-betting-ui.js,app.py:do_GET,
/api/team-props,GET,team_props_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/baseball-tools-ui.js,app.py:do_GET,
/api/umpire/status,GET,umpire_status_payload(query,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,,app.py:do_GET,
/api/unified-prop-card/predict,GET,unified_prop_card_payload(query,Service redesign TBD,REPLACE,MEDIUM,TBD,NOT_PORTED,Define schema and service contract before exposing through mlb_app.,public/outlier-ui.js; public/simple-user-ui.js; public/unified-prop-card.js,app.py:do_GET,
/api/workflows/health,GET,workflow_summaries_payload(query,GET /api/workflows/health -> workflow_health,PORT,LOW,TBD,PORTED_IN_MLB_APP,"Contract-test against app.py, then retire legacy branch after parity sign-off.",docs/API_CONTRACTS.md; public/datahealth.js,app.py:do_GET,
/api/all-data-prop/build-bvp,POST,batter_pitcher_samples_payload(,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/alldataprop.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/all-data-prop/save-prediction,POST,save_all_data_prediction_payload(query,Service redesign TBD,REPLACE,HIGH,TBD,NOT_PORTED,Define schema and service contract before exposing through mlb_app.,public/alldataprop.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/bankroll/settings,POST,update_bankroll_settings_payload(read_json_body(self,POST /api/bankroll/settings -> update_bankroll_settings,PORT,MEDIUM,TBD,PORTED_IN_MLB_APP,"Contract-test against app.py, then retire legacy branch after parity sign-off.",docs/MY_PICKS_AND_RISK_CONTROLS.md; public/my-picks.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/daily-workflow/after,POST,daily_workflow_after_payload(query,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/dailyworkflow.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/daily-workflow/before,POST,daily_workflow_before_payload(query,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/dailyworkflow.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/import-url,POST,"{""error"": ""Dataset URL is required.""}",Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/app.js,app.py:do_POST,Legacy file/import mutation path; Mutation/workflow-sensitive
/api/incremental-features/build,POST,incremental_features_build_payload(query,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/incremental-stats-ui.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/incremental-features/cross-reference,POST,incremental_features_cross_reference_payload(query,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/incremental-stats-ui.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/incremental-stats/catchup,POST,incremental_stats_catchup_payload(query,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/incremental-stats-ui.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/ml/predict,POST,prediction.to_dict(,Service redesign TBD,REPLACE,HIGH,TBD,NOT_PORTED,Define schema and service contract before exposing through mlb_app.,,app.py:do_POST,Mutation/workflow-sensitive
/api/model-data/refresh,POST,refresh_model_data(query,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/app.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/my-picks,POST,create_my_pick_payload(read_json_body(self,POST /api/my-picks -> create_pick,PORT,MEDIUM,TBD,PORTED_IN_MLB_APP,"Contract-test against app.py, then retire legacy branch after parity sign-off.",docs/MY_PICKS_AND_RISK_CONTROLS.md; public/my-picks.js; public/prop-detail.js; public/simple-user-ui.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/my-picks/update,POST,"payload, status",POST /api/my-picks/update -> update_pick,PORT,MEDIUM,TBD,PORTED_IN_MLB_APP,"Contract-test against app.py, then retire legacy branch after parity sign-off.",docs/MY_PICKS_AND_RISK_CONTROLS.md; public/my-picks.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/ocr/parse,POST,parse_ocr_payload(read_json_body(self,None planned,RETIRE,LOW,TBD,NEEDS_USAGE_CONFIRMATION,Confirm no primary Outlier UI or CI dependency; remove from production path.,,app.py:do_POST,Mutation/workflow-sensitive
/api/odds-movement/sync,POST,odds_movement_sync_payload(query,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/odds-movement-ui.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/pipeline/autofill-game-odds,POST,pipeline_autofill_game_odds(date_label,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/pipeline/create-template,POST,pipeline_create_game_odds_template(date_label,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/pipeline.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/pipeline/grade,POST,pipeline_grade_props(date_label,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/pipeline.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/pipeline/merge-game-odds,POST,pipeline_merge_game_odds(date_label,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/pipeline.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/pipeline/prepare-strikeouts,POST,pipeline_prepare_strikeouts(,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/pipeline.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/pipeline/run-after-game,POST,pipeline_run_after_game(date_label,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/pipeline.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/pipeline/train-strikeouts,POST,pipeline_train_strikeouts(,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/pipeline.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/platoon-splits/sync,POST,platoon_splits_sync_payload(query,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/predictions/grade,POST,prediction_grade_payload(query,Service redesign TBD,REPLACE,HIGH,TBD,NOT_PORTED,Define schema and service contract before exposing through mlb_app.,public/prediction-dashboard-ui.js; public/prediction-history-ui.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/predictions/save,POST,prediction_save_payload(query,Service redesign TBD,REPLACE,HIGH,TBD,NOT_PORTED,Define schema and service contract before exposing through mlb_app.,public/prediction-history-ui.js; public/simple-user-ui.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/prop-board/analyze,POST,analyze_prop_board_payload(read_json_body(self,Service redesign TBD,REPLACE,HIGH,TBD,NOT_PORTED,Define schema and service contract before exposing through mlb_app.,public/app.js,app.py:do_POST,Mutation/workflow-sensitive
/api/propline/props,POST,propline_props_payload(query,Repository/service wrapper TBD,REPLACE,MEDIUM,TBD,NOT_PORTED,"Wrap external API access with timeout, token handling, and explicit data-health state.",public/alldataprop.js; public/pipeline.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/refresh-sources,POST,refresh_dataset_sources(source_id,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/app.js,app.py:do_POST,Mutation/workflow-sensitive
/api/savant/sync,POST,savant_sync_payload(query,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/savant-ui.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/season-cache/backfill,POST,season_cache_backfill_payload(query,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/unified-prop-card.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/umpire/sync,POST,umpire_sync_payload(query,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/unified-prop-card/predict,POST,,Service redesign TBD,REPLACE,HIGH,TBD,NOT_PORTED,Define schema and service contract before exposing through mlb_app.,public/outlier-ui.js; public/simple-user-ui.js; public/unified-prop-card.js,app.py:do_POST,Mutation/workflow-sensitive
/api/upload,POST,"process_dataset_payload(csv_type, raw, filename, dataset_url)",Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/app.js,app.py:do_POST,Legacy file/import mutation path; Mutation/workflow-sensitive
/api/weather/build,POST,weather_build_payload(query,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/weather-ui.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/weather/sync,POST,weather_sync_payload(query,Admin boundary / CLI / scheduled workflow TBD,QUARANTINE,HIGH,TBD,NOT_PORTED,Move behind auth/rate-limit/request-id boundary or replace with operator CLI/job.,public/weather-ui.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
