endpoint,method,legacy_behavior,mlb_app_equivalent,classification,risk,owner,status,next_action,frontend_references,legacy_source,notes
/api/prop-detail,GET,prop_detail_payload(query,GET /api/prop-detail -> prop_detail,PORT,LOW,TBD,PORTED_IN_MLB_APP,"Contract-test against app.py, then retire legacy branch after parity sign-off.",docs/API_CONTRACTS.md; docs/PROP_DETAIL_PAGE.md; public/prop-detail.js,app.py:do_GET,
/api/prop-ml/status,GET,prop_ml_market_status_payload(,GET /api/prop-ml/status -> prop_ml_status,PORT,LOW,TBD,PORTED_IN_MLB_APP,"Contract-test against app.py, then retire legacy branch after parity sign-off.",docs/API_CONTRACTS.md; docs/TRUST_SURFACE.md; public/propml.js,app.py:do_GET,
/api/prop-search-expanded,GET,expanded_prop_search_payload(query,TBD,PORT,MEDIUM,TBD,NEEDS_OWNER_REVIEW,Assign owner and decide whether current UI/product still requires it.,,app.py:do_GET,
/api/saved-games,GET,saved_games_query_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/alldataprop.js,app.py:do_GET,
/api/saved-props,GET,saved_props_query_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/alldataprop.js,app.py:do_GET,
/api/saved-props-for-game,GET,saved_props_for_game_query_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/alldataprop.js,app.py:do_GET,
/api/stage3/line-comparison,GET,stage3_line_comparison_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/stage3-betting-ui.js,app.py:do_GET,
/api/stage3/pnl-analytics,GET,stage3_pnl_analytics_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/stage3-betting-ui.js,app.py:do_GET,
/api/stage3/steam-alerts,GET,stage3_steam_alerts_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/stage3-betting-ui.js,app.py:do_GET,
/api/team-props,GET,team_props_payload(query,Thin route -> service -> repository TBD,PORT,LOW,TBD,NOT_PORTED,Port only if still used by Outlier UI; preserve API response shape.,public/baseball-tools-ui.js,app.py:do_GET,
/api/workflows/health,GET,workflow_summaries_payload(query,GET /api/workflows/health -> workflow_health,PORT,LOW,TBD,PORTED_IN_MLB_APP,"Contract-test against app.py, then retire legacy branch after parity sign-off.",docs/API_CONTRACTS.md; public/datahealth.js,app.py:do_GET,
/api/bankroll/settings,POST,update_bankroll_settings_payload(read_json_body(self,POST /api/bankroll/settings -> update_bankroll_settings,PORT,MEDIUM,TBD,PORTED_IN_MLB_APP,"Contract-test against app.py, then retire legacy branch after parity sign-off.",docs/MY_PICKS_AND_RISK_CONTROLS.md; public/my-picks.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/my-picks,POST,create_my_pick_payload(read_json_body(self,POST /api/my-picks -> create_pick,PORT,MEDIUM,TBD,PORTED_IN_MLB_APP,"Contract-test against app.py, then retire legacy branch after parity sign-off.",docs/MY_PICKS_AND_RISK_CONTROLS.md; public/my-picks.js; public/prop-detail.js; public/simple-user-ui.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
/api/my-picks/update,POST,"payload, status",POST /api/my-picks/update -> update_pick,PORT,MEDIUM,TBD,PORTED_IN_MLB_APP,"Contract-test against app.py, then retire legacy branch after parity sign-off.",docs/MY_PICKS_AND_RISK_CONTROLS.md; public/my-picks.js,app.py:handle_action_post,Legacy action-header gated mutation; POST-only endpoint set; Mutation/workflow-sensitive
